Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Switch ID:55688
paths:
ID:47, next hop:14966, cost:50
ID:11340, next hop:14966, cost:125
ID:11475, next hop:59618, cost:75
ID:11485, next hop:24342, cost:175
ID:11711, next hop:43539, cost:125
ID:11769, next hop:43539, cost:75
ID:11800, next hop:52283, cost:100
ID:11919, next hop:14966, cost:100
ID:12056, next hop:14966, cost:100
ID:12075, next hop:52283, cost:75
ID:12205, next hop:24342, cost:175
ID:12209, next hop:59755, cost:225
ID:12225, next hop:14966, cost:50
ID:12278, next hop:52283, cost:75
ID:12324, next hop:14966, cost:50
ID:12401, next hop:52283, cost:150
ID:12435, next hop:59618, cost:75
ID:12442, next hop:13060, cost:125
ID:12454, next hop:59618, cost:125
ID:12460, next hop:52283, cost:100
ID:12519, next hop:52283, cost:125
ID:12592, next hop:43539, cost:175
ID:12609, next hop:52283, cost:100
ID:12651, next hop:14966, cost:75
ID:12687, next hop:52283, cost:75
ID:12709, next hop:43539, cost:175
ID:12710, next hop:13060, cost:250
ID:12742, next hop:52283, cost:150
ID:12800, next hop:59618, cost:150
ID:12825, next hop:43539, cost:125
ID:12896, next hop:24342, cost:100
ID:12925, next hop:52283, cost:75
ID:12930, next hop:13060, cost:225
ID:12939, next hop:14966, cost:50
ID:12946, next hop:59615, cost:175
ID:12983, next hop:12983, cost:50
ID:13060, next hop:13060, cost:50
ID:13063, next hop:13060, cost:75
ID:13081, next hop:14966, cost:200
ID:13211, next hop:24342, cost:125
ID:13397, next hop:59615, cost:125
ID:13640, next hop:59755, cost:225
ID:13799, next hop:4038, cost:50
ID:13823, next hop:4038, cost:125
ID:13912, next hop:59618, cost:175
ID:13913, next hop:14966, cost:100
ID:13963, next hop:43539, cost:125
ID:14040, next hop:13060, cost:100
ID:14079, next hop:14966, cost:100
ID:14095, next hop:4038, cost:200
ID:14137, next hop:43539, cost:100
ID:14211, next hop:52283, cost:125
ID:14226, next hop:14966, cost:125
ID:14251, next hop:43539, cost:125
ID:14278, next hop:13060, cost:200
ID:14332, next hop:13060, cost:200
ID:14524, next hop:52283, cost:175
ID:14604, next hop:24643, cost:200
ID:14752, next hop:59615, cost:175
ID:14818, next hop:43539, cost:75
ID:14821, next hop:59618, cost:100
ID:14881, next hop:14966, cost:75
ID:14911, next hop:59618, cost:125
ID:14923, next hop:35313, cost:175
ID:14966, next hop:14966, cost:25
ID:15030, next hop:59618, cost:125
ID:15036, next hop:24643, cost:125
ID:15089, next hop:14966, cost:200
ID:15208, next hop:14966, cost:50
ID:15282, next hop:14966, cost:100
ID:15284, next hop:59618, cost:75
ID:15313, next hop:52283, cost:150
ID:15438, next hop:52283, cost:175
ID:15506, next hop:13060, cost:75
ID:15517, next hop:59615, cost:125
ID:15656, next hop:52283, cost:150
ID:15671, next hop:59618, cost:200
ID:15753, next hop:14966, cost:50
ID:15778, next hop:13060, cost:150
ID:15838, next hop:4038, cost:75
ID:15876, next hop:14966, cost:100
ID:15925, next hop:14966, cost:125
ID:15985, next hop:12983, cost:175
ID:16206, next hop:59615, cost:125
ID:16302, next hop:52283, cost:100
ID:16528, next hop:14966, cost:100
ID:16540, next hop:13060, cost:75
ID:16679, next hop:43539, cost:150
ID:16730, next hop:24342, cost:150
ID:16927, next hop:52283, cost:125
ID:16951, next hop:13060, cost:175
ID:16954, next hop:59618, cost:75
ID:17053, next hop:13060, cost:75
ID:17082, next hop:4038, cost:75
ID:17137, next hop:24342, cost:150
ID:17216, next hop:52283, cost:125
ID:17260, next hop:49957, cost:225
ID:17544, next hop:13060, cost:75
ID:17639, next hop:24342, cost:100
ID:17759, next hop:24342, cost:150
ID:17855, next hop:59618, cost:125
ID:17920, next hop:52283, cost:125
ID:17923, next hop:24643, cost:175
ID:17989, next hop:52283, cost:125
ID:18091, next hop:49957, cost:175
ID:18105, next hop:14966, cost:75
ID:18244, next hop:4038, cost:75
ID:18246, next hop:13060, cost:125
ID:18259, next hop:43539, cost:100
ID:18287, next hop:52283, cost:75
ID:18294, next hop:52283, cost:200
ID:18408, next hop:4038, cost:175
ID:18421, next hop:12983, cost:100
ID:18534, next hop:43539, cost:100
ID:18583, next hop:43539, cost:175
ID:18645, next hop:14966, cost:75
ID:18690, next hop:12983, cost:125
ID:18880, next hop:52283, cost:100
ID:19028, next hop:14966, cost:125
ID:19044, next hop:13060, cost:100
ID:19061, next hop:59618, cost:75
ID:19079, next hop:14966, cost:50
ID:19133, next hop:52283, cost:75
ID:19258, next hop:59755, cost:200
ID:19270, next hop:24342, cost:125
ID:19339, next hop:4038, cost:50
ID:19411, next hop:4038, cost:150
ID:19670, next hop:59618, cost:200
ID:19738, next hop:59618, cost:150
ID:19837, next hop:59618, cost:200
ID:19881, next hop:13060, cost:75
ID:20095, next hop:13060, cost:125
ID:20142, next hop:14966, cost:75
ID:20379, next hop:35313, cost:150
ID:20427, next hop:14966, cost:75
ID:20466, next hop:24342, cost:150
ID:20493, next hop:59615, cost:125
ID:20507, next hop:4038, cost:150
ID:20543, next hop:59618, cost:125
ID:20592, next hop:59615, cost:125
ID:20597, next hop:43539, cost:75
ID:20628, next hop:13060, cost:75
ID:20670, next hop:14966, cost:100
ID:20713, next hop:13060, cost:75
ID:20727, next hop:14966, cost:125
ID:20760, next hop:13060, cost:175
ID:20862, next hop:35293, cost:100
ID:20919, next hop:43539, cost:75
ID:21076, next hop:14966, cost:75
ID:21080, next hop:43539, cost:75
ID:21160, next hop:14966, cost:50
ID:21162, next hop:35293, cost:100
ID:21177, next hop:35293, cost:50
ID:21307, next hop:43539, cost:125
ID:21364, next hop:59615, cost:125
ID:21485, next hop:59618, cost:100
ID:21495, next hop:52283, cost:125
ID:21563, next hop:14966, cost:50
ID:21734, next hop:14966, cost:150
ID:21739, next hop:4038, cost:50
ID:21784, next hop:4038, cost:75
ID:21839, next hop:52283, cost:225
ID:21848, next hop:13060, cost:75
ID:21942, next hop:52283, cost:175
ID:21954, next hop:13060, cost:100
ID:21992, next hop:59618, cost:100
ID:22044, next hop:13060, cost:125
ID:22102, next hop:13060, cost:100
ID:22141, next hop:43539, cost:125
ID:22163, next hop:13060, cost:100
ID:22276, next hop:59618, cost:125
ID:22372, next hop:7334, cost:175
ID:22397, next hop:59618, cost:75
ID:22615, next hop:13060, cost:125
ID:22704, next hop:43539, cost:125
ID:22760, next hop:43539, cost:75
ID:22819, next hop:14966, cost:150
ID:22880, next hop:14966, cost:175
ID:23025, next hop:13060, cost:125
ID:23189, next hop:14966, cost:100
ID:23194, next hop:59618, cost:125
ID:23241, next hop:4038, cost:50
ID:23296, next hop:24342, cost:125
ID:23353, next hop:59615, cost:225
ID:23441, next hop:24342, cost:100
ID:23466, next hop:14966, cost:75
ID:23598, next hop:12983, cost:125
ID:23620, next hop:14966, cost:50
ID:23650, next hop:59615, cost:175
ID:23683, next hop:13060, cost:150
ID:23720, next hop:13060, cost:225
ID:23758, next hop:59618, cost:75
ID:23848, next hop:13060, cost:125
ID:23896, next hop:35293, cost:125
ID:23921, next hop:52283, cost:100
ID:24071, next hop:59615, cost:225
ID:24140, next hop:43539, cost:100
ID:24185, next hop:59615, cost:150
ID:24224, next hop:13060, cost:175
ID:24240, next hop:59755, cost:225
ID:24261, next hop:52283, cost:125
ID:24270, next hop:52283, cost:75
ID:24286, next hop:4038, cost:50
ID:24342, next hop:14966, cost:75
ID:24458, next hop:52283, cost:125
ID:24643, next hop:14966, cost:100
ID:24663, next hop:14966, cost:125
ID:24764, next hop:52283, cost:225
ID:24998, next hop:13060, cost:75
ID:25104, next hop:7334, cost:175
ID:25143, next hop:52283, cost:125
ID:25170, next hop:13060, cost:75
ID:25253, next hop:59615, cost:175
ID:25270, next hop:4038, cost:100
ID:25293, next hop:43539, cost:100
ID:25532, next hop:59618, cost:75
ID:25872, next hop:14966, cost:100
ID:25930, next hop:14966, cost:100
ID:25984, next hop:24342, cost:100
ID:26005, next hop:59618, cost:150
ID:26189, next hop:59618, cost:125
ID:26203, next hop:52283, cost:75
ID:26233, next hop:52283, cost:100
ID:26324, next hop:49957, cost:150
ID:26344, next hop:7334, cost:200
ID:26447, next hop:14966, cost:50
ID:26503, next hop:59618, cost:100
ID:26656, next hop:52283, cost:125
ID:26769, next hop:24342, cost:150
ID:26802, next hop:4038, cost:150
ID:26804, next hop:14966, cost:350
ID:26819, next hop:13060, cost:150
ID:26886, next hop:14966, cost:75
ID:26907, next hop:59618, cost:125
ID:26928, next hop:43539, cost:150
ID:26949, next hop:59755, cost:200
ID:27018, next hop:13060, cost:75
ID:27218, next hop:52283, cost:75
ID:27221, next hop:59618, cost:100
ID:27308, next hop:14966, cost:50
ID:27471, next hop:35313, cost:175
ID:27498, next hop:59615, cost:175
ID:27509, next hop:43539, cost:75
ID:28087, next hop:14966, cost:75
ID:28195, next hop:24342, cost:125
ID:28240, next hop:4038, cost:100
ID:28315, next hop:14966, cost:175
ID:28331, next hop:4038, cost:125
ID:28352, next hop:14966, cost:100
ID:28370, next hop:14966, cost:50
ID:28408, next hop:14966, cost:50
ID:28454, next hop:59618, cost:100
ID:28548, next hop:59755, cost:225
ID:28616, next hop:14966, cost:175
ID:28646, next hop:43539, cost:125
ID:28774, next hop:24342, cost:100
ID:28795, next hop:52283, cost:125
ID:28880, next hop:24342, cost:150
ID:28883, next hop:43539, cost:75
ID:28909, next hop:52283, cost:75
ID:28918, next hop:52283, cost:75
ID:29142, next hop:35313, cost:175
ID:29181, next hop:59618, cost:125
ID:29212, next hop:24643, cost:175
ID:29301, next hop:59615, cost:150
ID:29392, next hop:24643, cost:150
ID:29407, next hop:59618, cost:150
ID:29456, next hop:12983, cost:275
ID:29464, next hop:52283, cost:200
ID:29474, next hop:24342, cost:200
ID:29476, next hop:14966, cost:100
ID:29485, next hop:24342, cost:125
ID:29556, next hop:43539, cost:150
ID:29601, next hop:14966, cost:100
ID:29706, next hop:13060, cost:125
ID:29729, next hop:13060, cost:125
ID:29800, next hop:14966, cost:75
ID:29807, next hop:59618, cost:75
ID:29830, next hop:14966, cost:100
ID:29880, next hop:52283, cost:125
ID:29882, next hop:59615, cost:250
ID:29888, next hop:12983, cost:75
ID:29889, next hop:24342, cost:150
ID:29895, next hop:14966, cost:100
ID:29997, next hop:14966, cost:50
ID:30025, next hop:24342, cost:225
ID:30094, next hop:52283, cost:150
ID:30172, next hop:59618, cost:150
ID:30243, next hop:52283, cost:125
ID:30274, next hop:12983, cost:150
ID:30508, next hop:14966, cost:75
ID:30624, next hop:52283, cost:125
ID:30640, next hop:43539, cost:100
ID:30746, next hop:13060, cost:75
ID:30773, next hop:24643, cost:175
ID:30778, next hop:52283, cost:75
ID:30809, next hop:43539, cost:100
ID:30853, next hop:59615, cost:125
ID:30864, next hop:14966, cost:75
ID:30947, next hop:14966, cost:125
ID:30951, next hop:24342, cost:125
ID:30961, next hop:52283, cost:125
ID:30983, next hop:59618, cost:75
ID:31015, next hop:24342, cost:100
ID:31030, next hop:24643, cost:150
ID:31229, next hop:7334, cost:225
ID:31271, next hop:59618, cost:100
ID:31281, next hop:43539, cost:175
ID:31299, next hop:13060, cost:75
ID:31380, next hop:13060, cost:100
ID:31416, next hop:52283, cost:100
ID:31482, next hop:52283, cost:100
ID:31543, next hop:13060, cost:175
ID:31562, next hop:59618, cost:100
ID:31583, next hop:59615, cost:125
ID:31592, next hop:52283, cost:150
ID:31632, next hop:35293, cost:125
ID:31644, next hop:43539, cost:175
ID:31654, next hop:13060, cost:75
ID:31705, next hop:14966, cost:150
ID:31818, next hop:59615, cost:225
ID:31978, next hop:14966, cost:75
ID:31997, next hop:52283, cost:100
ID:32219, next hop:14966, cost:100
ID:32238, next hop:43539, cost:75
ID:32284, next hop:13060, cost:75
ID:32361, next hop:24342, cost:150
ID:32484, next hop:4038, cost:75
ID:32505, next hop:52283, cost:175
ID:32704, next hop:12983, cost:175
ID:32730, next hop:24643, cost:150
ID:32733, next hop:35293, cost:75
ID:32755, next hop:13060, cost:100
ID:32776, next hop:4038, cost:50
ID:32815, next hop:14966, cost:75
ID:32870, next hop:24643, cost:250
ID:32890, next hop:4038, cost:75
ID:32958, next hop:43539, cost:100
ID:32969, next hop:12983, cost:150
ID:32976, next hop:13060, cost:175
ID:33105, next hop:24342, cost:175
ID:33155, next hop:4038, cost:50
ID:33223, next hop:4038, cost:100
ID:33261, next hop:4038, cost:75
ID:33280, next hop:59615, cost:125
ID:33292, next hop:52283, cost:100
ID:33314, next hop:14966, cost:75
ID:33376, next hop:24342, cost:100
ID:33383, next hop:7334, cost:200
ID:33742, next hop:14966, cost:125
ID:33757, next hop:7334, cost:175
ID:33822, next hop:24342, cost:150
ID:33897, next hop:7334, cost:175
ID:34126, next hop:52283, cost:75
ID:34248, next hop:4038, cost:100
ID:34448, next hop:35293, cost:75
ID:34456, next hop:4038, cost:75
ID:34671, next hop:59615, cost:125
ID:34692, next hop:24342, cost:100
ID:34702, next hop:43539, cost:275
ID:34781, next hop:24342, cost:125
ID:34819, next hop:24342, cost:100
ID:34832, next hop:52283, cost:75
ID:34872, next hop:43539, cost:75
ID:34896, next hop:59618, cost:75
ID:35293, next hop:35293, cost:25
ID:35313, next hop:24643, cost:125
ID:35345, next hop:13060, cost:250
ID:35350, next hop:24342, cost:125
ID:35386, next hop:14966, cost:75
ID:35410, next hop:43539, cost:100
ID:35458, next hop:52283, cost:100
ID:35480, next hop:12983, cost:75
ID:35499, next hop:43539, cost:75
ID:35519, next hop:14966, cost:200
ID:35696, next hop:43539, cost:175
ID:35709, next hop:4038, cost:100
ID:35710, next hop:13060, cost:125
ID:35777, next hop:59618, cost:125
ID:35884, next hop:13060, cost:75
ID:35889, next hop:13060, cost:75
ID:35987, next hop:13060, cost:100
ID:36096, next hop:4038, cost:100
ID:36156, next hop:43539, cost:100
ID:36166, next hop:4038, cost:150
ID:36188, next hop:52283, cost:75
ID:36250, next hop:52283, cost:125
ID:36344, next hop:13060, cost:125
ID:36385, next hop:52283, cost:75
ID:36390, next hop:52283, cost:175
ID:36420, next hop:14966, cost:50
ID:36690, next hop:43539, cost:125
ID:36762, next hop:59618, cost:75
ID:36777, next hop:59618, cost:175
ID:36850, next hop:24342, cost:125
ID:36949, next hop:49957, cost:150
ID:37072, next hop:52283, cost:150
ID:37204, next hop:59618, cost:100
ID:37215, next hop:59618, cost:75
ID:37299, next hop:14966, cost:50
ID:37395, next hop:43539, cost:75
ID:37397, next hop:52283, cost:125
ID:37402, next hop:43539, cost:75
ID:37426, next hop:52283, cost:150
ID:37438, next hop:52283, cost:75
ID:37494, next hop:59615, cost:125
ID:37515, next hop:12983, cost:100
ID:37621, next hop:59618, cost:150
ID:37707, next hop:14966, cost:150
ID:37773, next hop:14966, cost:75
ID:37825, next hop:13060, cost:150
ID:37930, next hop:13060, cost:125
ID:37958, next hop:4038, cost:125
ID:37970, next hop:59618, cost:200
ID:37984, next hop:52283, cost:75
ID:38063, next hop:59615, cost:125
ID:38081, next hop:13060, cost:100
ID:38101, next hop:4038, cost:100
ID:38145, next hop:12983, cost:75
ID:38311, next hop:43539, cost:175
ID:38419, next hop:7334, cost:175
ID:38534, next hop:59615, cost:225
ID:38549, next hop:14966, cost:125
ID:38648, next hop:4038, cost:100
ID:38676, next hop:13060, cost:75
ID:38700, next hop:59615, cost:125
ID:38753, next hop:43539, cost:75
ID:38773, next hop:14966, cost:100
ID:38807, next hop:38807, cost:150
ID:38827, next hop:12983, cost:100
ID:38969, next hop:43539, cost:125
ID:39031, next hop:59755, cost:200
ID:39050, next hop:24342, cost:200
ID:39109, next hop:43539, cost:150
ID:39236, next hop:13060, cost:75
ID:39246, next hop:14966, cost:125
ID:39308, next hop:24342, cost:125
ID:39331, next hop:52283, cost:150
ID:39363, next hop:59618, cost:75
ID:39567, next hop:59618, cost:100
ID:39603, next hop:59618, cost:100
ID:39686, next hop:35293, cost:100
ID:39734, next hop:35293, cost:100
ID:39782, next hop:59618, cost:100
ID:39936, next hop:35293, cost:75
ID:40161, next hop:43539, cost:125
ID:40166, next hop:59618, cost:75
ID:40187, next hop:52283, cost:150
ID:40219, next hop:14966, cost:75
ID:40269, next hop:13060, cost:75
ID:40292, next hop:52283, cost:125
ID:40406, next hop:13060, cost:150
ID:40499, next hop:4038, cost:125
ID:40580, next hop:52283, cost:175
ID:40699, next hop:59618, cost:75
ID:40746, next hop:24342, cost:100
ID:40814, next hop:52283, cost:75
ID:40900, next hop:24342, cost:100
ID:40921, next hop:14966, cost:75
ID:40927, next hop:14966, cost:125
ID:41019, next hop:59618, cost:125
ID:41195, next hop:43539, cost:75
ID:41252, next hop:43539, cost:75
ID:41505, next hop:43539, cost:75
ID:41515, next hop:24342, cost:125
ID:41590, next hop:43539, cost:225
ID:41706, next hop:14966, cost:50
ID:41738, next hop:52283, cost:100
ID:41766, next hop:43539, cost:100
ID:41779, next hop:43539, cost:150
ID:41875, next hop:13060, cost:225
ID:41902, next hop:13060, cost:125
ID:41909, next hop:4038, cost:100
ID:41990, next hop:52283, cost:75
ID:42033, next hop:24643, cost:125
ID:42052, next hop:14966, cost:50
ID:42100, next hop:59615, cost:325
ID:42108, next hop:24643, cost:125
ID:42171, next hop:14966, cost:200
ID:42342, next hop:14966, cost:100
ID:42494, next hop:52283, cost:75
ID:42586, next hop:13060, cost:125
ID:42654, next hop:59618, cost:150
ID:42656, next hop:59615, cost:175
ID:42692, next hop:14966, cost:100
ID:42731, next hop:43539, cost:150
ID:42760, next hop:14966, cost:125
ID:42764, next hop:43539, cost:75
ID:42765, next hop:13060, cost:75
ID:42830, next hop:59615, cost:125
ID:43025, next hop:14966, cost:75
ID:43122, next hop:24342, cost:100
ID:43309, next hop:24342, cost:275
ID:43339, next hop:13060, cost:125
ID:43367, next hop:59618, cost:225
ID:43416, next hop:13060, cost:175
ID:43438, next hop:52283, cost:125
ID:43472, next hop:52283, cost:150
ID:43519, next hop:52283, cost:225
ID:43539, next hop:14966, cost:50
ID:43558, next hop:24342, cost:100
ID:43578, next hop:35313, cost:150
ID:43759, next hop:7334, cost:175
ID:43994, next hop:59618, cost:150
ID:44015, next hop:52283, cost:175
ID:44042, next hop:52283, cost:125
ID:44112, next hop:59615, cost:150
ID:44129, next hop:35313, cost:250
ID:44134, next hop:52283, cost:75
ID:44154, next hop:4038, cost:75
ID:44216, next hop:13060, cost:100
ID:44217, next hop:35313, cost:250
ID:44237, next hop:43539, cost:100
ID:44285, next hop:43539, cost:75
ID:44292, next hop:14966, cost:50
ID:44304, next hop:43539, cost:125
ID:44351, next hop:43539, cost:125
ID:44368, next hop:14966, cost:100
ID:44461, next hop:52283, cost:125
ID:44476, next hop:59618, cost:125
ID:44534, next hop:52283, cost:100
ID:44653, next hop:13060, cost:100
ID:44657, next hop:13060, cost:75
ID:44878, next hop:52283, cost:75
ID:44902, next hop:13060, cost:100
ID:44904, next hop:13060, cost:100
ID:45160, next hop:7334, cost:175
ID:45226, next hop:4038, cost:100
ID:45368, next hop:43539, cost:125
ID:45431, next hop:43539, cost:100
ID:45514, next hop:14966, cost:50
ID:45539, next hop:52283, cost:75
ID:45544, next hop:43539, cost:100
ID:45570, next hop:4038, cost:50
ID:45615, next hop:59755, cost:200
ID:45640, next hop:14966, cost:50
ID:45684, next hop:59618, cost:75
ID:45869, next hop:43539, cost:200
ID:45985, next hop:14966, cost:125
ID:46031, next hop:43539, cost:100
ID:46074, next hop:24342, cost:175
ID:46214, next hop:52283, cost:100
ID:46281, next hop:14966, cost:125
ID:46301, next hop:59618, cost:200
ID:46396, next hop:7334, cost:200
ID:46477, next hop:52283, cost:75
ID:46575, next hop:24342, cost:125
ID:46633, next hop:14966, cost:100
ID:46777, next hop:13060, cost:100
ID:46851, next hop:59618, cost:125
ID:46857, next hop:14966, cost:75
ID:47041, next hop:14966, cost:75
ID:47078, next hop:43539, cost:100
ID:47088, next hop:13060, cost:150
ID:47206, next hop:14966, cost:175
ID:47264, next hop:43539, cost:75
ID:47363, next hop:24342, cost:100
ID:47440, next hop:12983, cost:75
ID:47462, next hop:13060, cost:75
ID:47518, next hop:4038, cost:75
ID:47714, next hop:14966, cost:50
ID:47717, next hop:24643, cost:175
ID:47759, next hop:52283, cost:75
ID:47773, next hop:24342, cost:125
ID:47801, next hop:14966, cost:75
ID:47819, next hop:14966, cost:200
ID:47830, next hop:43539, cost:75
ID:47957, next hop:14966, cost:125
ID:48362, next hop:14966, cost:125
ID:48465, next hop:4038, cost:75
ID:48500, next hop:14966, cost:50
ID:48829, next hop:35293, cost:125
ID:49203, next hop:52283, cost:75
ID:49301, next hop:59615, cost:125
ID:49324, next hop:7334, cost:175
ID:49354, next hop:14966, cost:50
ID:49550, next hop:14966, cost:50
ID:49596, next hop:43539, cost:75
ID:49614, next hop:14966, cost:100
ID:49633, next hop:59618, cost:75
ID:49660, next hop:35313, cost:175
ID:49800, next hop:14966, cost:50
ID:49804, next hop:14966, cost:100
ID:49873, next hop:24342, cost:150
ID:49888, next hop:13060, cost:100
ID:49918, next hop:59618, cost:150
ID:49957, next hop:49957, cost:125
ID:50229, next hop:59618, cost:125
ID:50295, next hop:14966, cost:100
ID:50312, next hop:52283, cost:75
ID:50415, next hop:59755, cost:200
ID:50445, next hop:24342, cost:150
