Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update Hello
Update
Update Hello
Update Hello
Switch ID:51674
paths:
ID:88, next hop:37245, cost:125
ID:3281, next hop:16902, cost:100
ID:3298, next hop:16902, cost:150
ID:3325, next hop:34845, cost:75
ID:3393, next hop:9694, cost:150
ID:3439, next hop:30612, cost:175
ID:3500, next hop:21558, cost:175
ID:3506, next hop:24642, cost:200
ID:3539, next hop:24642, cost:175
ID:3623, next hop:34845, cost:125
ID:3733, next hop:21558, cost:200
ID:3752, next hop:24642, cost:150
ID:3799, next hop:49172, cost:150
ID:3853, next hop:37245, cost:100
ID:3940, next hop:37245, cost:100
ID:3974, next hop:46514, cost:200
ID:3985, next hop:30612, cost:200
ID:4011, next hop:16902, cost:125
ID:4056, next hop:9694, cost:175
ID:4081, next hop:16902, cost:125
ID:4246, next hop:37245, cost:125
ID:4255, next hop:16967, cost:275
ID:4263, next hop:21558, cost:175
ID:4280, next hop:49172, cost:75
ID:4372, next hop:16902, cost:75
ID:4380, next hop:30612, cost:200
ID:4423, next hop:49172, cost:200
ID:4451, next hop:21558, cost:125
ID:4476, next hop:49172, cost:100
ID:4558, next hop:37245, cost:50
ID:4593, next hop:37245, cost:200
ID:4711, next hop:21558, cost:100
ID:4795, next hop:46514, cost:200
ID:4886, next hop:21558, cost:125
ID:4905, next hop:4905, cost:100
ID:4993, next hop:21558, cost:175
ID:5060, next hop:16902, cost:75
ID:5090, next hop:37245, cost:200
ID:5102, next hop:37245, cost:50
ID:5104, next hop:49172, cost:100
ID:5114, next hop:21558, cost:125
ID:5137, next hop:37245, cost:125
ID:5223, next hop:16902, cost:100
ID:5298, next hop:37245, cost:50
ID:5342, next hop:49172, cost:75
ID:5378, next hop:37245, cost:100
ID:5528, next hop:9694, cost:200
ID:5539, next hop:37245, cost:100
ID:5548, next hop:30612, cost:200
ID:5556, next hop:49172, cost:150
ID:5557, next hop:49172, cost:200
ID:5707, next hop:9694, cost:225
ID:5743, next hop:30612, cost:175
ID:5763, next hop:30612, cost:150
ID:5793, next hop:37245, cost:75
ID:5844, next hop:49172, cost:175
ID:5910, next hop:49172, cost:150
ID:5934, next hop:49172, cost:125
ID:6099, next hop:16902, cost:175
ID:6110, next hop:49172, cost:100
ID:6117, next hop:34845, cost:75
ID:6124, next hop:9694, cost:175
ID:6257, next hop:37245, cost:125
ID:6289, next hop:34845, cost:100
ID:6411, next hop:37245, cost:75
ID:6457, next hop:16902, cost:50
ID:6462, next hop:9694, cost:175
ID:6581, next hop:37245, cost:50
ID:6595, next hop:4905, cost:200
ID:6667, next hop:46514, cost:175
ID:6682, next hop:37245, cost:125
ID:6870, next hop:49172, cost:150
ID:6995, next hop:49172, cost:100
ID:7180, next hop:16902, cost:150
ID:7224, next hop:49172, cost:150
ID:7295, next hop:58512, cost:175
ID:7505, next hop:37245, cost:225
ID:7542, next hop:9694, cost:200
ID:7552, next hop:37245, cost:50
ID:7621, next hop:49172, cost:100
ID:7629, next hop:49172, cost:75
ID:7687, next hop:18311, cost:225
ID:7693, next hop:18311, cost:200
ID:7741, next hop:9694, cost:200
ID:7809, next hop:30612, cost:225
ID:7843, next hop:21558, cost:125
ID:7869, next hop:49172, cost:150
ID:7908, next hop:30612, cost:200
ID:8054, next hop:34845, cost:75
ID:8100, next hop:14865, cost:250
ID:8122, next hop:34845, cost:150
ID:8131, next hop:21558, cost:100
ID:8172, next hop:24642, cost:150
ID:8177, next hop:49172, cost:75
ID:8214, next hop:18311, cost:200
ID:8303, next hop:16902, cost:125
ID:8364, next hop:49172, cost:125
ID:8370, next hop:4905, cost:150
ID:8388, next hop:34845, cost:75
ID:8400, next hop:30612, cost:150
ID:8460, next hop:9694, cost:150
ID:8469, next hop:16902, cost:75
ID:8477, next hop:34845, cost:100
ID:8490, next hop:37245, cost:150
ID:8504, next hop:37245, cost:75
ID:8525, next hop:37245, cost:50
ID:8560, next hop:9694, cost:150
ID:8653, next hop:49172, cost:75
ID:8732, next hop:37245, cost:100
ID:8798, next hop:4905, cost:200
ID:8860, next hop:24642, cost:150
ID:8884, next hop:49172, cost:175
ID:8912, next hop:49172, cost:125
ID:8917, next hop:4905, cost:175
ID:8922, next hop:24642, cost:175
ID:9009, next hop:37245, cost:100
ID:9050, next hop:16902, cost:75
ID:9163, next hop:10638, cost:225
ID:9200, next hop:25644, cost:150
ID:9216, next hop:37245, cost:75
ID:9251, next hop:21558, cost:150
ID:9282, next hop:24642, cost:250
ID:9314, next hop:25644, cost:150
ID:9347, next hop:16902, cost:50
ID:9395, next hop:16902, cost:75
ID:9545, next hop:9694, cost:175
ID:9597, next hop:25644, cost:125
ID:9679, next hop:49172, cost:125
ID:9694, next hop:9694, cost:125
ID:9767, next hop:49172, cost:250
ID:9781, next hop:16902, cost:50
ID:9785, next hop:25644, cost:150
ID:9813, next hop:9694, cost:150
ID:9917, next hop:16902, cost:50
ID:9970, next hop:16902, cost:100
ID:9985, next hop:16902, cost:50
ID:10073, next hop:49172, cost:100
ID:10103, next hop:16902, cost:275
ID:10164, next hop:21558, cost:100
ID:10185, next hop:37245, cost:125
ID:10382, next hop:9694, cost:150
ID:10441, next hop:49172, cost:175
ID:10498, next hop:16902, cost:150
ID:10580, next hop:34845, cost:100
ID:10638, next hop:10638, cost:150
ID:10703, next hop:9694, cost:175
ID:10759, next hop:46514, cost:200
ID:10823, next hop:37245, cost:50
ID:10859, next hop:37245, cost:225
ID:10918, next hop:49172, cost:100
ID:11008, next hop:24642, cost:175
ID:11027, next hop:21558, cost:275
ID:11069, next hop:37245, cost:275
ID:11086, next hop:49172, cost:125
ID:11088, next hop:9694, cost:150
ID:11151, next hop:30612, cost:150
ID:11204, next hop:46514, cost:250
ID:11243, next hop:37245, cost:150
ID:11255, next hop:16902, cost:75
ID:11287, next hop:4905, cost:125
ID:11525, next hop:4905, cost:150
ID:11601, next hop:49172, cost:125
ID:11669, next hop:44063, cost:225
ID:11730, next hop:46514, cost:175
ID:11771, next hop:37245, cost:150
ID:11828, next hop:49172, cost:75
ID:11880, next hop:49172, cost:75
ID:11997, next hop:49172, cost:100
ID:12103, next hop:49172, cost:125
ID:12321, next hop:37245, cost:50
ID:12348, next hop:24642, cost:175
ID:12362, next hop:9694, cost:150
ID:12370, next hop:4905, cost:200
ID:12396, next hop:37245, cost:125
ID:12427, next hop:21558, cost:225
ID:12486, next hop:16902, cost:50
ID:12504, next hop:30612, cost:225
ID:12668, next hop:46514, cost:225
ID:12815, next hop:25644, cost:250
ID:12819, next hop:37245, cost:50
ID:12821, next hop:16902, cost:50
ID:12827, next hop:49172, cost:75
ID:12845, next hop:37245, cost:100
ID:12904, next hop:16902, cost:125
ID:12914, next hop:49172, cost:150
ID:12962, next hop:30612, cost:150
ID:12984, next hop:37245, cost:50
ID:13094, next hop:49172, cost:200
ID:13133, next hop:21558, cost:100
ID:13156, next hop:30612, cost:200
ID:13223, next hop:21558, cost:100
ID:13251, next hop:16902, cost:150
ID:13477, next hop:16902, cost:125
ID:13499, next hop:49172, cost:200
ID:13550, next hop:49172, cost:75
ID:13607, next hop:18311, cost:200
ID:13676, next hop:37245, cost:50
ID:13698, next hop:37245, cost:150
ID:13714, next hop:16902, cost:50
ID:13842, next hop:21558, cost:175
ID:13906, next hop:44063, cost:275
ID:14096, next hop:49172, cost:175
ID:14123, next hop:4905, cost:125
ID:14157, next hop:49172, cost:75
ID:14245, next hop:24642, cost:150
ID:14262, next hop:16902, cost:100
ID:14383, next hop:37245, cost:50
ID:14393, next hop:37245, cost:100
ID:14503, next hop:49172, cost:75
ID:14551, next hop:34845, cost:125
ID:14554, next hop:34845, cost:100
ID:14748, next hop:9694, cost:250
ID:14865, next hop:14865, cost:200
ID:14909, next hop:21558, cost:125
ID:14916, next hop:49172, cost:125
ID:14940, next hop:37245, cost:75
ID:15115, next hop:24642, cost:200
ID:15144, next hop:37245, cost:175
ID:15153, next hop:9694, cost:175
ID:15159, next hop:49172, cost:125
ID:15190, next hop:16902, cost:75
ID:15220, next hop:49172, cost:100
ID:15253, next hop:37245, cost:100
ID:15259, next hop:30612, cost:150
ID:15341, next hop:27504, cost:300
ID:15474, next hop:25644, cost:250
ID:15535, next hop:21558, cost:100
ID:15536, next hop:49172, cost:125
ID:15559, next hop:49172, cost:150
ID:15573, next hop:10638, cost:225
ID:15613, next hop:34845, cost:100
ID:15654, next hop:49172, cost:100
ID:15663, next hop:37245, cost:75
ID:15671, next hop:37245, cost:150
ID:15690, next hop:37245, cost:50
ID:15728, next hop:21558, cost:100
ID:15729, next hop:21558, cost:150
ID:15795, next hop:49172, cost:75
ID:15902, next hop:18311, cost:200
ID:15918, next hop:21558, cost:125
ID:15929, next hop:24642, cost:150
ID:15950, next hop:49172, cost:100
ID:15967, next hop:37245, cost:125
ID:16122, next hop:16902, cost:150
ID:16128, next hop:37245, cost:125
ID:16151, next hop:34845, cost:175
ID:16188, next hop:49172, cost:75
ID:16197, next hop:37245, cost:75
ID:16214, next hop:9694, cost:225
ID:16220, next hop:9694, cost:150
ID:16331, next hop:49172, cost:100
ID:16444, next hop:24642, cost:200
ID:16459, next hop:4905, cost:125
ID:16508, next hop:14865, cost:250
ID:16528, next hop:37245, cost:275
ID:16590, next hop:37245, cost:50
ID:16626, next hop:16902, cost:150
ID:16678, next hop:37245, cost:125
ID:16703, next hop:37245, cost:100
ID:16720, next hop:58512, cost:150
ID:16760, next hop:18311, cost:175
ID:16902, next hop:16902, cost:25
ID:16918, next hop:4905, cost:125
ID:16953, next hop:49172, cost:175
ID:16967, next hop:16967, cost:225
ID:17003, next hop:9694, cost:175
ID:17170, next hop:16902, cost:100
ID:17332, next hop:4905, cost:250
ID:17351, next hop:4905, cost:175
ID:17437, next hop:9694, cost:250
ID:17446, next hop:34845, cost:75
ID:17471, next hop:34845, cost:125
ID:17472, next hop:21558, cost:150
ID:17489, next hop:21558, cost:150
ID:17500, next hop:37245, cost:100
ID:17576, next hop:9694, cost:150
ID:17740, next hop:49172, cost:125
ID:17744, next hop:16902, cost:75
ID:17793, next hop:18311, cost:175
ID:17860, next hop:21558, cost:150
ID:17862, next hop:18985, cost:250
ID:17883, next hop:21558, cost:100
ID:17909, next hop:49172, cost:100
ID:17960, next hop:16902, cost:75
ID:17997, next hop:49172, cost:125
ID:18018, next hop:10638, cost:175
ID:18052, next hop:49172, cost:75
ID:18119, next hop:16902, cost:200
ID:18146, next hop:24642, cost:150
ID:18190, next hop:37245, cost:50
ID:18202, next hop:18311, cost:175
ID:18251, next hop:37245, cost:100
ID:18258, next hop:49172, cost:75
ID:18268, next hop:30612, cost:175
ID:18311, next hop:49172, cost:125
ID:18364, next hop:37245, cost:225
ID:18661, next hop:46514, cost:200
ID:18797, next hop:37245, cost:50
ID:18839, next hop:16902, cost:125
ID:18887, next hop:37245, cost:200
ID:18889, next hop:21558, cost:125
ID:18985, next hop:49172, cost:200
ID:18988, next hop:16902, cost:225
ID:19042, next hop:37245, cost:75
ID:19072, next hop:46514, cost:200
ID:19080, next hop:4905, cost:150
ID:19087, next hop:24642, cost:175
ID:19119, next hop:37245, cost:150
ID:19127, next hop:16902, cost:175
ID:19140, next hop:4905, cost:200
ID:19170, next hop:34845, cost:175
ID:19213, next hop:49172, cost:100
ID:19216, next hop:14865, cost:225
ID:19263, next hop:34845, cost:225
ID:19297, next hop:9694, cost:175
ID:19351, next hop:37245, cost:75
ID:19397, next hop:16902, cost:125
ID:19443, next hop:49172, cost:175
ID:19487, next hop:14865, cost:225
ID:19549, next hop:25644, cost:175
ID:19614, next hop:46514, cost:200
ID:19761, next hop:18311, cost:175
ID:19783, next hop:37245, cost:200
ID:19953, next hop:49172, cost:100
ID:19988, next hop:37245, cost:75
ID:20017, next hop:18311, cost:175
ID:20062, next hop:16902, cost:50
ID:20123, next hop:49172, cost:75
ID:20169, next hop:14865, cost:250
ID:20172, next hop:49172, cost:125
ID:20217, next hop:21558, cost:100
ID:20276, next hop:21558, cost:100
ID:20308, next hop:49172, cost:125
ID:20339, next hop:30612, cost:250
ID:20357, next hop:49172, cost:75
ID:20645, next hop:21558, cost:100
ID:20753, next hop:37245, cost:125
ID:20763, next hop:37245, cost:125
ID:20862, next hop:49172, cost:75
ID:20914, next hop:49172, cost:150
ID:20961, next hop:4905, cost:125
ID:20983, next hop:37245, cost:75
ID:21025, next hop:46514, cost:200
ID:21031, next hop:9694, cost:175
ID:21063, next hop:21558, cost:100
ID:21088, next hop:49172, cost:125
ID:21118, next hop:49172, cost:75
ID:21163, next hop:49172, cost:125
ID:21237, next hop:9694, cost:150
ID:21285, next hop:49172, cost:125
ID:21366, next hop:21558, cost:125
ID:21394, next hop:37245, cost:100
ID:21480, next hop:37245, cost:75
ID:21558, next hop:21558, cost:75
ID:21561, next hop:16902, cost:200
ID:21583, next hop:21558, cost:150
ID:21604, next hop:37245, cost:350
ID:21641, next hop:16902, cost:100
ID:21651, next hop:34845, cost:150
ID:21765, next hop:24642, cost:225
ID:21889, next hop:21558, cost:100
ID:22211, next hop:24642, cost:175
ID:22338, next hop:16902, cost:75
ID:22355, next hop:4905, cost:175
ID:22366, next hop:46514, cost:250
ID:22391, next hop:16902, cost:150
ID:22454, next hop:16902, cost:50
ID:22511, next hop:49172, cost:100
ID:22515, next hop:9694, cost:175
ID:22600, next hop:16967, cost:250
ID:22633, next hop:16902, cost:100
ID:22673, next hop:21558, cost:100
ID:22778, next hop:37245, cost:75
ID:22829, next hop:16902, cost:125
ID:22853, next hop:34845, cost:125
ID:22855, next hop:16902, cost:75
ID:22864, next hop:16902, cost:50
ID:22945, next hop:49172, cost:175
ID:23122, next hop:49172, cost:75
ID:23140, next hop:21558, cost:175
ID:23187, next hop:37245, cost:100
ID:23201, next hop:49172, cost:150
ID:23241, next hop:9694, cost:150
ID:23324, next hop:16902, cost:75
ID:23358, next hop:34845, cost:150
ID:23383, next hop:4905, cost:150
ID:23431, next hop:49172, cost:175
ID:23556, next hop:49172, cost:125
ID:23753, next hop:46514, cost:225
ID:23814, next hop:24642, cost:200
ID:23850, next hop:16902, cost:125
ID:23900, next hop:49172, cost:100
ID:23911, next hop:37245, cost:250
ID:23914, next hop:49172, cost:75
ID:23954, next hop:49172, cost:125
ID:24002, next hop:4905, cost:175
ID:24042, next hop:49172, cost:175
ID:24050, next hop:21558, cost:200
ID:24059, next hop:4905, cost:125
ID:24156, next hop:49172, cost:225
ID:24202, next hop:49172, cost:100
ID:24240, next hop:49172, cost:100
ID:24280, next hop:49172, cost:100
ID:24347, next hop:37245, cost:150
ID:24359, next hop:18311, cost:175
ID:24418, next hop:37245, cost:125
ID:24431, next hop:49172, cost:150
ID:24432, next hop:21558, cost:150
ID:24442, next hop:37245, cost:125
ID:24534, next hop:49172, cost:125
ID:24552, next hop:49172, cost:125
ID:24632, next hop:37245, cost:200
ID:24642, next hop:49172, cost:100
ID:24684, next hop:9694, cost:150
ID:24692, next hop:24642, cost:150
ID:24693, next hop:18311, cost:175
ID:24741, next hop:37245, cost:200
ID:24757, next hop:37245, cost:50
ID:24930, next hop:37245, cost:50
ID:24953, next hop:9694, cost:300
ID:24993, next hop:24642, cost:175
ID:25020, next hop:58512, cost:175
ID:25116, next hop:16902, cost:100
ID:25332, next hop:37245, cost:225
ID:25377, next hop:49172, cost:75
ID:25412, next hop:37245, cost:75
ID:25419, next hop:18311, cost:200
ID:25471, next hop:37245, cost:150
ID:25494, next hop:49172, cost:150
ID:25535, next hop:9694, cost:175
ID:25578, next hop:37245, cost:50
ID:25594, next hop:49172, cost:125
ID:25600, next hop:37245, cost:125
ID:25634, next hop:21558, cost:100
ID:25644, next hop:25644, cost:100
ID:25696, next hop:34845, cost:75
ID:25720, next hop:49172, cost:175
ID:25819, next hop:16902, cost:175
ID:25827, next hop:16902, cost:50
ID:25828, next hop:14865, cost:225
ID:25840, next hop:4905, cost:125
ID:25955, next hop:49172, cost:75
ID:25989, next hop:9694, cost:150
ID:26005, next hop:21558, cost:100
ID:26182, next hop:21558, cost:150
ID:26193, next hop:49172, cost:150
ID:26238, next hop:37245, cost:125
ID:26377, next hop:4905, cost:125
ID:26396, next hop:21558, cost:150
ID:26471, next hop:9694, cost:150
ID:26510, next hop:9694, cost:200
ID:26632, next hop:24642, cost:150
ID:26642, next hop:16902, cost:100
ID:26719, next hop:49172, cost:125
ID:26736, next hop:21558, cost:150
ID:26831, next hop:49172, cost:100
ID:26851, next hop:16902, cost:125
ID:26909, next hop:16902, cost:50
ID:26921, next hop:16902, cost:150
ID:26963, next hop:49172, cost:100
ID:27056, next hop:37245, cost:50
ID:27114, next hop:24642, cost:175
ID:27145, next hop:37245, cost:75
ID:27189, next hop:30612, cost:150
ID:27239, next hop:21558, cost:100
ID:27272, next hop:49172, cost:125
ID:27350, next hop:21558, cost:275
ID:27433, next hop:37245, cost:100
ID:27504, next hop:34845, cost:75
ID:27579, next hop:49172, cost:100
ID:27631, next hop:37245, cost:100
ID:27651, next hop:46514, cost:200
ID:27693, next hop:49172, cost:150
ID:27725, next hop:37245, cost:150
ID:27733, next hop:24642, cost:175
ID:27858, next hop:37245, cost:75
ID:27880, next hop:9694, cost:150
ID:27965, next hop:30612, cost:350
ID:27968, next hop:37245, cost:50
ID:28022, next hop:30612, cost:250
ID:28149, next hop:30612, cost:150
ID:28156, next hop:37245, cost:100
ID:28299, next hop:9694, cost:200
ID:28315, next hop:9694, cost:200
ID:28383, next hop:18311, cost:175
ID:28425, next hop:18311, cost:175
ID:28432, next hop:30612, cost:150
ID:28475, next hop:21558, cost:100
ID:28509, next hop:30612, cost:150
ID:28549, next hop:44063, cost:225
ID:28711, next hop:16902, cost:100
ID:28860, next hop:49172, cost:200
ID:28913, next hop:37245, cost:75
ID:29062, next hop:16967, cost:300
ID:29092, next hop:37245, cost:75
ID:29299, next hop:37245, cost:175
ID:29367, next hop:37245, cost:150
ID:29389, next hop:37245, cost:75
ID:29407, next hop:16902, cost:200
ID:29675, next hop:46514, cost:175
ID:29685, next hop:21558, cost:100
ID:29718, next hop:16902, cost:175
ID:29772, next hop:37245, cost:150
ID:29799, next hop:37245, cost:125
ID:29851, next hop:49172, cost:100
ID:29901, next hop:49172, cost:225
ID:29912, next hop:18311, cost:175
ID:29933, next hop:9694, cost:200
ID:29936, next hop:24642, cost:200
ID:29965, next hop:49172, cost:150
ID:30079, next hop:49172, cost:125
ID:30159, next hop:44063, cost:225
ID:30195, next hop:30612, cost:175
ID:30254, next hop:4905, cost:200
ID:30490, next hop:49172, cost:75
ID:30498, next hop:21558, cost:150
ID:30521, next hop:49172, cost:75
ID:30612, next hop:30612, cost:125
ID:30680, next hop:16902, cost:125
ID:30691, next hop:49172, cost:100
ID:30709, next hop:21558, cost:150
ID:30773, next hop:37245, cost:225
ID:30803, next hop:9694, cost:150
ID:30879, next hop:37245, cost:250
ID:31027, next hop:37245, cost:75
ID:31050, next hop:24642, cost:150
ID:31051, next hop:49172, cost:75
ID:31066, next hop:24642, cost:150
ID:31070, next hop:49172, cost:125
ID:31109, next hop:49172, cost:75
ID:31129, next hop:30612, cost:175
ID:31137, next hop:16902, cost:125
ID:31270, next hop:49172, cost:75
ID:31303, next hop:21558, cost:125
ID:31439, next hop:58512, cost:175
ID:31705, next hop:34845, cost:150
ID:31720, next hop:37245, cost:125
ID:31940, next hop:58512, cost:225
ID:31970, next hop:37245, cost:100
ID:32005, next hop:21558, cost:150
ID:32099, next hop:37245, cost:75
ID:32109, next hop:24642, cost:200
ID:32112, next hop:21558, cost:200
ID:32144, next hop:21558, cost:125
ID:32157, next hop:58512, cost:150
ID:32164, next hop:49172, cost:100
ID:32165, next hop:16902, cost:200
ID:32201, next hop:16902, cost:75
ID:32237, next hop:9694, cost:150
ID:32244, next hop:37245, cost:125
ID:32349, next hop:49172, cost:100
ID:32378, next hop:25644, cost:150
ID:32401, next hop:37245, cost:125
ID:32404, next hop:9694, cost:150
ID:32413, next hop:21558, cost:175
ID:32479, next hop:16902, cost:75
ID:32495, next hop:16902, cost:100
ID:32700, next hop:4905, cost:125
ID:32811, next hop:37245, cost:150
ID:32862, next hop:37245, cost:225
ID:32871, next hop:34845, cost:75
ID:32902, next hop:37245, cost:100
ID:32927, next hop:4905, cost:250
ID:33015, next hop:16902, cost:50
ID:33050, next hop:16902, cost:100
ID:33095, next hop:37245, cost:50
ID:33108, next hop:49172, cost:175
ID:33145, next hop:30612, cost:150
ID:33191, next hop:16902, cost:125
ID:33269, next hop:37245, cost:50
ID:33327, next hop:21558, cost:125
ID:33338, next hop:14865, cost:250
ID:33389, next hop:37245, cost:50
ID:33467, next hop:37245, cost:100
ID:33505, next hop:18311, cost:175
ID:33538, next hop:21558, cost:150
ID:33549, next hop:10638, cost:275
ID:33752, next hop:37245, cost:150
ID:33849, next hop:37245, cost:50
ID:33852, next hop:37245, cost:100
ID:33881, next hop:16902, cost:50
ID:33931, next hop:37245, cost:75
ID:34047, next hop:16902, cost:100
ID:34052, next hop:37245, cost:75
ID:34104, next hop:37245, cost:150
ID:34172, next hop:49172, cost:100
ID:34185, next hop:16902, cost:100
ID:34229, next hop:16902, cost:75
ID:34284, next hop:16902, cost:75
ID:34303, next hop:49172, cost:150
ID:34359, next hop:16902, cost:50
ID:34379, next hop:24642, cost:150
ID:34400, next hop:16902, cost:150
ID:34434, next hop:49172, cost:200
ID:34460, next hop:16902, cost:100
ID:34469, next hop:16902, cost:125
ID:34495, next hop:4905, cost:125
ID:34669, next hop:34845, cost:125
ID:34773, next hop:37245, cost:225
ID:34810, next hop:21558, cost:175
ID:34835, next hop:21558, cost:125
ID:34845, next hop:34845, cost:50
ID:34952, next hop:34845, cost:125
ID:34958, next hop:46514, cost:200
ID:34972, next hop:18311, cost:175
ID:35009, next hop:49172, cost:100
ID:35056, next hop:49172, cost:75
ID:35073, next hop:34845, cost:175
ID:35079, next hop:18311, cost:200
ID:35082, next hop:37245, cost:150
ID:35140, next hop:16902, cost:75
ID:35147, next hop:49172, cost:75
ID:35192, next hop:49172, cost:225
ID:35210, next hop:49172, cost:225
ID:35232, next hop:37245, cost:100
ID:35348, next hop:49172, cost:125
ID:35470, next hop:49172, cost:100
ID:35520, next hop:37245, cost:100
ID:35522, next hop:37245, cost:100
ID:35673, next hop:16902, cost:125
ID:35697, next hop:30612, cost:175
ID:35725, next hop:24642, cost:175
ID:35818, next hop:49172, cost:125
ID:35946, next hop:49172, cost:175
ID:36022, next hop:37245, cost:50
ID:36080, next hop:49172, cost:150
ID:36107, next hop:37245, cost:150
ID:36144, next hop:37245, cost:50
ID:36187, next hop:25644, cost:125
ID:36209, next hop:37245, cost:175
ID:36293, next hop:9694, cost:175
ID:36324, next hop:49172, cost:150
ID:36325, next hop:4905, cost:250
ID:36352, next hop:9694, cost:175
ID:36372, next hop:34845, cost:125
ID:36381, next hop:49172, cost:200
ID:36440, next hop:16902, cost:100
ID:36447, next hop:37245, cost:125
ID:36486, next hop:49172, cost:175
ID:36524, next hop:49172, cost:125
ID:36559, next hop:21558, cost:175
ID:36600, next hop:24642, cost:150
ID:36684, next hop:49172, cost:100
ID:36835, next hop:46514, cost:175
ID:36861, next hop:37245, cost:50
ID:36901, next hop:46514, cost:225
ID:36912, next hop:49172, cost:75
ID:37047, next hop:37245, cost:75
ID:37089, next hop:49172, cost:250
ID:37138, next hop:16902, cost:75
ID:37160, next hop:10638, cost:200
ID:37219, next hop:25644, cost:150
ID:37240, next hop:37245, cost:100
ID:37245, next hop:37245, cost:25
ID:37249, next hop:37245, cost:125
ID:37259, next hop:34845, cost:100
ID:37275, next hop:4905, cost:125
ID:37298, next hop:4905, cost:125
ID:37307, next hop:4905, cost:125
ID:37367, next hop:16902, cost:100
ID:37430, next hop:21558, cost:175
ID:37457, next hop:49172, cost:275
ID:37485, next hop:49172, cost:75
ID:37490, next hop:49172, cost:150
ID:37516, next hop:49172, cost:175
ID:37564, next hop:4905, cost:175
ID:37590, next hop:18311, cost:175
ID:37599, next hop:16902, cost:50
ID:37613, next hop:49172, cost:125
ID:37717, next hop:35210, cost:275
ID:37844, next hop:37245, cost:250
ID:37882, next hop:58512, cost:150
ID:37894, next hop:37245, cost:100
ID:37928, next hop:18311, cost:175
ID:37989, next hop:34845, cost:200
ID:38002, next hop:37245, cost:175
ID:38016, next hop:16902, cost:125
ID:38033, next hop:37245, cost:75
ID:38034, next hop:18985, cost:250
ID:38048, next hop:37245, cost:75
ID:38173, next hop:16902, cost:225
ID:38202, next hop:16902, cost:150
ID:38315, next hop:37245, cost:150
ID:38318, next hop:21558, cost:175
ID:38332, next hop:34845, cost:125
ID:38354, next hop:37245, cost:50
ID:38364, next hop:49172, cost:150
ID:38423, next hop:21558, cost:100
ID:38564, next hop:4905, cost:175
ID:38621, next hop:49172, cost:75
ID:38638, next hop:21558, cost:100
ID:38853, next hop:37245, cost:75
ID:38892, next hop:21558, cost:100
ID:38996, next hop:21558, cost:150
ID:39056, next hop:37245, cost:100
ID:39201, next hop:30612, cost:150
ID:39237, next hop:16902, cost:125
ID:39328, next hop:9694, cost:200
ID:39345, next hop:49172, cost:75
ID:39445, next hop:21558, cost:100
