ID:341, next hop:35939, cost:75
ID:51874, next hop:29095, cost:50
ID:52080, next hop:23643, cost:50
ID:52488, next hop:15353, cost:75
ID:52596, next hop:35139, cost:50
ID:52865, next hop:1964, cost:75
ID:53125, next hop:35139, cost:50
ID:53325, next hop:35139, cost:50
ID:53343, next hop:35139, cost:50
ID:53633, next hop:3742, cost:50
ID:53737, next hop:1964, cost:75
ID:53824, next hop:7973, cost:50
ID:54037, next hop:7973, cost:50
ID:54129, next hop:23643, cost:75
ID:54176, next hop:54176, cost:75
ID:54180, next hop:35939, cost:75
ID:54214, next hop:54214, cost:25
ID:54391, next hop:35139, cost:50
ID:54802, next hop:35939, cost:50
ID:55548, next hop:29095, cost:50
ID:55640, next hop:1964, cost:75
ID:56040, next hop:35939, cost:75
ID:56476, next hop:41274, cost:75
ID:56683, next hop:1964, cost:75
ID:57109, next hop:16587, cost:75
ID:57345, next hop:3742, cost:75
ID:57627, next hop:9561, cost:50
ID:57690, next hop:41274, cost:75
ID:58290, next hop:35139, cost:50
ID:58971, next hop:35139, cost:75
ID:59001, next hop:29095, cost:75
ID:59383, next hop:35139, cost:50
ID:59687, next hop:3742, cost:75
ID:60548, next hop:1964, cost:75
ID:60593, next hop:50749, cost:75
ID:60742, next hop:18027, cost:75
ID:61182, next hop:35139, cost:50
ID:61508, next hop:16587, cost:75
ID:61601, next hop:9561, cost:75
ID:61876, next hop:41274, cost:75
ID:62136, next hop:15353, cost:50
ID:62151, next hop:41274, cost:50
ID:62218, next hop:44291, cost:75
ID:62312, next hop:3742, cost:50
ID:62398, next hop:62398, cost:75
ID:62630, next hop:44291, cost:75
ID:63341, next hop:63341, cost:75
ID:63846, next hop:35139, cost:50
ID:63883, next hop:29095, cost:50
ID:64082, next hop:1964, cost:75
ID:64293, next hop:3742, cost:50
ID:64460, next hop:23643, cost:75
ID:64860, next hop:35939, cost:50
ID:65027, next hop:23643, cost:75
ID:65418, next hop:35139, cost:50
